Date,Open,High,Low,Close,Volume
2018-01-24,160500.0,162000.0,156000.0,156500.0,653451.0
2018-01-25,155500.0,159000.0,154000.0,158500.0,776214.0
2018-01-26,155000.0,155500.0,149000.0,152500.0,1058626.0
2018-01-29,153000.0,155500.0,152000.0,154500.0,504827.0
2018-01-30,155000.0,158000.0,154500.0,156000.0,458611.0
2018-01-31,157000.0,162000.0,154500.0,162000.0,926031.0
2018-02-01,161500.0,162000.0,158500.0,160500.0,478000.0
2018-02-02,161000.0,164000.0,160500.0,162500.0,813167.0
2018-02-05,162500.0,163000.0,159000.0,159000.0,670474.0
2018-02-06,158000.0,161000.0,153500.0,157500.0,690538.0
2018-02-07,157500.0,160500.0,156000.0,157500.0,552642.0
2018-02-08,158500.0,163500.0,156500.0,161000.0,883512.0
2018-02-09,156500.0,158500.0,154500.0,155000.0,721962.0
2018-02-12,155500.0,156500.0,153500.0,154000.0,554120.0
2018-02-13,154000.0,155500.0,152000.0,152500.0,528608.0
2018-02-14,152000.0,155000.0,152000.0,154500.0,265716.0
2018-02-19,156500.0,157000.0,154500.0,155000.0,265257.0
2018-02-20,155000.0,156000.0,152500.0,153500.0,218792.0
2018-02-21,152500.0,161000.0,152500.0,160000.0,537567.0
2018-02-22,159000.0,159500.0,156000.0,157000.0,339005.0
2018-02-23,158500.0,159500.0,157500.0,159000.0,275917.0
2018-02-26,159000.0,162000.0,157500.0,161000.0,513314.0
2018-02-27,160500.0,162000.0,160000.0,161000.0,273491.0
2018-02-28,159000.0,163000.0,158000.0,161500.0,496851.0
2018-03-02,158000.0,159000.0,154500.0,156000.0,591106.0
